,_id,_score,cluster,entrezgene,name,notfound,symbol,taxid
APPL2,100190991,55.353996,2,100190991,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2",,APPL2,9823.0
ARHGAP11A,100157473,56.302628,2,100157473,Rho GTPase activating protein 11A,,ARHGAP11A,9823.0
ARHGAP21,100518571,56.050095,2,100518571,Rho GTPase activating protein 21,,ARHGAP21,9823.0
ARHGAP29,100152734,57.72982,2,100152734,Rho GTPase activating protein 29,,ARHGAP29,9823.0
ARHGAP31,100511412,56.259758,2,100511412,Rho GTPase activating protein 31,,ARHGAP31,9823.0
ARHGAP32,100737512,56.964207,2,100737512,Rho GTPase activating protein 32,,ARHGAP32,9823.0
ARHGEF5,100627158,57.768135,2,100627158,Rho guanine nucleotide exchange factor 5,,ARHGEF5,9823.0
ARID1A,100513359,55.476006,2,100513359,AT-rich interaction domain 1A,,ARID1A,9823.0
ARID1B,100152904,56.107033,2,100152904,AT-rich interaction domain 1B,,ARID1B,9823.0
ARID4A,100153197,55.0588,2,100153197,AT-rich interaction domain 4A,,ARID4A,9823.0
ARID4B,100152399,54.95015,2,100152399,AT-rich interaction domain 4B,,ARID4B,9823.0
ARL5B,100627052,55.179695,2,100627052,ADP ribosylation factor like GTPase 5B,,ARL5B,9823.0
ARL6IP5,595127,56.462055,2,595127,ADP ribosylation factor like GTPase 6 interacting protein 5,,ARL6IP5,9823.0
ARL6IP6,100152698,58.258472,2,100152698,ADP ribosylation factor like GTPase 6 interacting protein 6,,ARL6IP6,9823.0
ARNT,396653,55.73469,2,396653,aryl hydrocarbon receptor nuclear translocator,,ARNT,9823.0
ARNT2,100157219,55.460052,2,100157219,aryl hydrocarbon receptor nuclear translocator 2,,ARNT2,9823.0
ARRDC4,100155895,58.458057,2,100155895,arrestin domain containing 4,,ARRDC4,9823.0
ARSJ,102163304,55.005424,2,102163304,arylsulfatase family member J,,ARSJ,9823.0
ASH1L,100155920,56.17807,2,100155920,ASH1 like histone lysine methyltransferase,,ASH1L,9823.0
ATAD1,100157471,56.227337,2,100157471,ATPase family AAA domain containing 1,,ATAD1,9823.0
ATAD2B,100518905,54.59854,2,100518905,ATPase family AAA domain containing 2B,,ATAD2B,9823.0
ATAT1,100144480,55.707855,2,100144480,alpha tubulin acetyltransferase 1,,ATAT1,9823.0
ATF2,100513441,57.21997,2,100513441,activating transcription factor 2,,ATF2,9823.0
ATF3,100738612,54.962303,2,100738612,activating transcription factor 3,,ATF3,9823.0
ATF4,100144302,57.162785,2,100144302,activating transcription factor 4,,ATF4,9823.0
ATG12,100462745,55.55698,2,100462745,autophagy related 12,,ATG12,9823.0
ATL1,100158193,54.828945,2,100158193,atlastin GTPase 1,,ATL1,9823.0
ATM,100101922,55.296547,2,100101922,ATM serine/threonine kinase,,ATM,9823.0
ATP13A3,100736901,55.939438,2,100736901,ATPase 13A3,,ATP13A3,9823.0
ATP5IF1,100038002,56.322304,2,100038002,ATP synthase inhibitory factor subunit 1,,ATP5IF1,9823.0
ATP5PF,100622245,55.293484,2,100622245,ATP synthase peripheral stalk subunit F6,,ATP5PF,9823.0
ATRN,100101470,57.551224,2,100101470,attractin,,ATRN,9823.0
ATXN1,100623695,56.53534,2,100623695,ataxin 1,,ATXN1,9823.0
B3GNT2,100524195,55.639343,2,100524195,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2",,B3GNT2,9823.0
B3GNT5,397599,55.835693,2,397599,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5",,B3GNT5,9823.0
B4GALT4,397380,56.033546,2,397380,"beta-1,4-galactosyltransferase 4",,B4GALT4,9823.0
BAZ1A,100151954,56.13903,2,100151954,bromodomain adjacent to zinc finger domain 1A,,BAZ1A,9823.0
BAZ2B,100523825,54.93952,2,100523825,bromodomain adjacent to zinc finger domain 2B,,BAZ2B,9823.0
BBS9,100525726,55.353397,2,100525726,Bardet-Biedl syndrome 9,,BBS9,9823.0
BCAT1,100518784,55.51149,2,100518784,branched chain amino acid transaminase 1,,BCAT1,9823.0
BCL10,100125346,55.235096,2,100125346,BCL10 immune signaling adaptor,,BCL10,9823.0
BCL3,100738193,58.212578,2,100738193,BCL3 transcription coactivator,,BCL3,9823.0
BCL9L,100515846,55.873444,2,100515846,BCL9 like,,BCL9L,9823.0
BCLAF1,100462726,55.90319,2,100462726,BCL2 associated transcription factor 1,,BCLAF1,9823.0
BET1,100522390,57.09932,2,100522390,Bet1 golgi vesicular membrane trafficking protein,,BET1,9823.0
BIRC6,100049694,54.448566,2,100049694,baculoviral IAP repeat containing 6,,BIRC6,9823.0
BMP2K,100624635,54.932346,2,100624635,BMP2 inducible kinase,,BMP2K,9823.0
BMPR1A,100169652,56.963493,2,100169652,bone morphogenetic protein receptor type 1A,,BMPR1A,9823.0
BMPR1B,396691,54.1439,2,396691,bone morphogenetic protein receptor type 1B,,BMPR1B,9823.0
BMT2,100621338,55.78691,2,100621338,base methyltransferase of 25S rRNA 2 homolog,,BMT2,9823.0
BRIX1,100513502,57.79665,2,100513502,biogenesis of ribosomes BRX1,,BRIX1,9823.0
BTAF1,100156116,53.99983,2,100156116,B-TFIID TATA-box binding protein associated factor 1,,BTAF1,9823.0
BTF3L4,100736651,55.220825,2,100736651,basic transcription factor 3 like 4,,BTF3L4,9823.0
BTG1,100101473,55.73513,2,100101473,BTG anti-proliferation factor 1,,BTG1,9823.0
BZW2,100514864,57.189056,2,100514864,basic leucine zipper and W2 domains 2,,BZW2,9823.0
C2CD5,100521725,54.28392,2,100521725,C2 calcium dependent domain containing 5,,C2CD5,9823.0
C9orf72,100515791,56.696022,2,100515791,C9orf72-SMCR8 complex subunit,,C9orf72,9823.0
CABCOCO1,100157740,57.23267,2,100157740,ciliary associated calcium binding coiled-coil 1,,CABCOCO1,9823.0
CACNA2D1,397377,55.543133,2,397377,calcium voltage-gated channel auxiliary subunit alpha2delta 1,,CACNA2D1,9823.0
CACUL1,100737227,56.26234,2,100737227,CDK2 associated cullin domain 1,,CACUL1,9823.0
CACYBP,100519266,55.47692,2,100519266,calcyclin binding protein,,CACYBP,9823.0
CAPRIN1,100512646,54.91722,2,100512646,cell cycle associated protein 1,,CAPRIN1,9823.0
CAPZA1,100037957,53.996067,2,100037957,capping actin protein of muscle Z-line subunit alpha 1,,CAPZA1,9823.0
CARF,100627358,58.80556,2,100627358,calcium responsive transcription factor,,CARF,9823.0
CASC1,110260721,56.31785,2,110260721,cancer susceptibility 1,,CASC1,9823.0
CAST,397135,55.372562,2,397135,calpastatin,,CAST,9823.0
CBX5,100519426,56.62781,2,100519426,chromobox 5,,CBX5,9823.0
CCDC117,110256859,56.138695,2,110256859,coiled-coil domain containing 117,,CCDC117,9823.0
CCDC146,100737427,55.322575,2,100737427,coiled-coil domain containing 146,,CCDC146,9823.0
CCDC15,100525001,55.74451,2,100525001,coiled-coil domain containing 15,,CCDC15,9823.0
CCDC25,100627354,54.03029,2,100627354,coiled-coil domain containing 25,,CCDC25,9823.0
CCDC39,100525008,55.17509,2,100525008,coiled-coil domain containing 39,,CCDC39,9823.0
CCDC47,100513109,56.14773,2,100513109,coiled-coil domain containing 47,,CCDC47,9823.0
CCDC58,100627794,56.353783,2,100627794,coiled-coil domain containing 58,,CCDC58,9823.0
CCDC6,100155896,57.4945,2,100155896,coiled-coil domain containing 6,,CCDC6,9823.0
CCDC88A,100514454,54.536556,2,100514454,coiled-coil domain containing 88A,,CCDC88A,9823.0
CCDC9B,100153607,58.9596,2,100153607,coiled-coil domain containing 9B,,CCDC9B,9823.0
CCNB1IP1,100515615,56.555218,2,100515615,cyclin B1 interacting protein 1,,CCNB1IP1,9823.0
CCNC,100153639,55.843582,2,100153639,cyclin C,,CCNC,9823.0
CCNE2,100512048,55.832634,2,100512048,cyclin E2,,CCNE2,9823.0
CCNG2,100523979,56.038513,2,100523979,cyclin G2,,CCNG2,9823.0
CCNI,100523679,56.817204,2,100523679,cyclin I,,CCNI,9823.0
CCNK,100157799,55.537613,2,100157799,cyclin K,,CCNK,9823.0
CCP110,100623654,55.109314,2,100623654,centriolar coiled-coil protein 110,,CCP110,9823.0
CD47,397042,56.15618,2,397042,CD47 molecule,,CD47,9823.0
CDC14A,100525219,55.289074,2,100525219,cell division cycle 14A,,CDC14A,9823.0
CDC27,100517185,55.732292,2,100517185,cell division cycle 27,,CDC27,9823.0
CDC42BPA,100511216,54.562527,2,100511216,CDC42 binding protein kinase alpha,,CDC42BPA,9823.0
CDCA2,100156303,55.81771,2,100156303,cell division cycle associated 2,,CDCA2,9823.0
CDH18,100625674,57.745014,2,100625674,cadherin 18,,CDH18,9823.0
CDK15,100513315,56.332836,2,100513315,cyclin dependent kinase 15,,CDK15,9823.0
CDK17,100622337,57.294697,2,100622337,cyclin dependent kinase 17,,CDK17,9823.0
CDV3,100627162,56.713696,2,100627162,CDV3 homolog,,CDV3,9823.0
CEMIP2,100516588,54.611717,2,100516588,cell migration inducing hyaluronidase 2,,CEMIP2,9823.0
CENPE,100626792,56.59973,2,100626792,centromere protein E,,CENPE,9823.0
CENPK,100512688,55.546837,2,100512688,centromere protein K,,CENPK,9823.0
CENPP,100623867,56.02221,2,100623867,centromere protein P,,CENPP,9823.0
CEP290,100155832,55.476006,2,100155832,centrosomal protein 290,,CEP290,9823.0
CEP44,110256874,56.147293,2,110256874,centrosomal protein 44,,CEP44,9823.0
CEP57L1,100739336,56.54003,2,100739336,centrosomal protein 57 like 1,,CEP57L1,9823.0
CEP95,100624364,54.606796,2,100624364,centrosomal protein 95,,CEP95,9823.0
CERT1,100518474,56.839783,2,100518474,ceramide transporter 1,,CERT1,9823.0
CFAP300,100520444,55.71018,2,100520444,cilia and flagella associated protein 300,,CFAP300,9823.0
CH25H,100157868,56.264038,2,100157868,cholesterol 25-hydroxylase,,CH25H,9823.0
CHD1,100525390,56.498177,2,100525390,chromodomain helicase DNA binding protein 1,,CHD1,9823.0
CHD1L,100154153,56.490574,2,100154153,chromodomain helicase DNA binding protein 1 like,,CHD1L,9823.0
CHN1,100513051,55.01834,2,100513051,chimerin 1,,CHN1,9823.0
CHORDC1,100134961,56.04264,2,100134961,cysteine and histidine rich domain containing 1,,CHORDC1,9823.0
CHP1,100621371,55.71018,2,100621371,calcineurin like EF-hand protein 1,,CHP1,9823.0
CIAO2A,100156836,56.853157,2,100156836,cytosolic iron-sulfur assembly component 2A,,CIAO2A,9823.0
CIP2A,110256431,52.442898,2,110256431,cellular inhibitor of PP2A,,CIP2A,9823.0
CIPC,100157174,56.97287,2,100157174,CLOCK interacting pacemaker,,CIPC,9823.0
CLDN6,100302020,58.59773,2,100302020,claudin 6,,CLDN6,9823.0
CLOCK,100628097,55.45456,2,100628097,clock circadian regulator,,CLOCK,9823.0
CLUL1,100621932,55.18244,2,100621932,clusterin like 1,,CLUL1,9823.0
CMAS,100520022,57.64991,2,100520022,cytidine monophosphate N-acetylneuraminic acid synthetase,,CMAS,9823.0
CNIH4,100523134,56.44049,2,100523134,cornichon family AMPA receptor auxiliary protein 4,,CNIH4,9823.0
CNN3,100049656,56.03245,2,100049656,calponin 3,,CNN3,9823.0
COG5,100623191,54.51499,2,100623191,component of oligomeric golgi complex 5,,COG5,9823.0
COL12A1,100156689,55.89836,2,100156689,collagen type XII alpha 1 chain,,COL12A1,9823.0
COL17A1,414914,57.505783,2,414914,collagen type XVII alpha 1 chain,,COL17A1,9823.0
COL4A2,100153454,53.475918,2,100153454,collagen type IV alpha 2 chain,,COL4A2,9823.0
COMTD1,100155847,54.791077,2,100155847,catechol-O-methyltransferase domain containing 1,,COMTD1,9823.0
COPS5,100125955,55.32768,2,100125955,COP9 signalosome subunit 5,,COPS5,9823.0
COQ10B,100152647,56.899704,2,100152647,coenzyme Q10B,,COQ10B,9823.0
COX7A2,100038000,63.945545,2,100038000,COX7A2 protein,,COX7A2,9823.0
CPEB3,100152117,55.126995,2,100152117,cytoplasmic polyadenylation element binding protein 3,,CPEB3,9823.0
CPQ,100157979,56.13903,2,100157979,carboxypeptidase Q,,CPQ,9823.0
CPSF2,106507753,55.41873,2,106507753,cleavage and polyadenylation specific factor 2,,CPSF2,9823.0
CRCP,100517396,55.32768,2,100517396,CGRP receptor component,,CRCP,9823.0
CREB3,100142689,56.803783,2,100142689,cAMP responsive element binding protein 3,,CREB3,9823.0
CREB5,100515635,57.646103,2,100515635,cAMP responsive element binding protein 5,,CREB5,9823.0
CREBRF,100523409,55.67462,2,100523409,CREB3 regulatory factor,,CREBRF,9823.0
CRYZL1,100049689,57.3956,2,100049689,crystallin zeta like 1,,CRYZL1,9823.0
CSF1,100513084,56.478355,2,100513084,colony stimulating factor 1,,CSF1,9823.0
CSNK1A1,100514516,54.618526,2,100514516,casein kinase 1 alpha 1,,CSNK1A1,9823.0
CSNK1G3,100511866,57.447628,2,100511866,casein kinase 1 gamma 3,,CSNK1G3,9823.0
CSPP1,100152780,55.447884,2,100152780,centrosome and spindle pole associated protein 1,,CSPP1,9823.0
CTHRC1,100152510,56.462055,2,100152510,collagen triple helix repeat containing 1,,CTHRC1,9823.0
CYB5B,100286856,65.61585,2,100286856,cytochrome b5 type B (outer mitochondrial membrane),,CYB5B,9823.0
CYB5R1,100511951,63.132824,2,100511951,cytochrome b5 reductase 1,,CYB5R1,9823.0
DAAM1,100517445,54.09973,2,100517445,dishevelled associated activator of morphogenesis 1,,DAAM1,9823.0
DAP3,100152332,55.862206,2,100152332,death associated protein 3,,DAP3,9823.0
DBNDD2,100157614,59.1763,2,100157614,dysbindin domain containing 2,,DBNDD2,9823.0
DCAF13,100155764,55.543037,2,100155764,DDB1 and CUL4 associated factor 13,,DCAF13,9823.0
DCAF17,100156199,55.898254,2,100156199,DDB1 and CUL4 associated factor 17,,DCAF17,9823.0
DCAF6,100514228,56.581863,2,100514228,DDB1 and CUL4 associated factor 6,,DCAF6,9823.0
DCAF8,100153655,56.840076,2,100153655,DDB1 and CUL4 associated factor 8,,DCAF8,9823.0
DCLK2,100520394,57.432858,2,100520394,doublecortin like kinase 2,,DCLK2,9823.0
DCLRE1A,100156734,55.657658,2,100156734,DNA cross-link repair 1A,,DCLRE1A,9823.0
DCLRE1B,100516672,56.041344,2,100516672,DNA cross-link repair 1B,,DCLRE1B,9823.0
DCN,396957,54.84665,2,396957,decorin,,DCN,9823.0
DCUN1D3,100525983,53.694283,2,100525983,defective in cullin neddylation 1 domain containing 3,,DCUN1D3,9823.0
DDIAS,100517842,56.614845,2,100517842,DNA damage induced apoptosis suppressor,,DDIAS,9823.0
DDR2,100154199,56.39259,2,100154199,discoidin domain receptor tyrosine kinase 2,,DDR2,9823.0
DDX1,100627404,55.202576,2,100627404,DEAD-box helicase 1,,DDX1,9823.0
DDX5,102158045,56.258545,2,102158045,DEAD-box helicase 5,,DDX5,9823.0
DDX50,100519874,56.873352,2,100519874,DExD-box helicase 50,,DDX50,9823.0
DENND5B,102165384,56.812958,2,102165384,DENN domain containing 5B,,DENND5B,9823.0
DEPDC1,110261209,56.259758,2,110261209,DEP domain containing 1,,DEPDC1,9823.0
DGKA,397097,55.725685,2,397097,diacylglycerol kinase alpha,,DGKA,9823.0
DGUOK,100515889,55.410088,2,100515889,deoxyguanosine kinase,,DGUOK,9823.0
DIPK1A,100157200,59.056625,2,100157200,divergent protein kinase domain 1A,,DIPK1A,9823.0
DKK2,100519672,55.271828,2,100519672,dickkopf WNT signaling pathway inhibitor 2,,DKK2,9823.0
DLG1,100157729,56.492546,2,100157729,discs large MAGUK scaffold protein 1,,DLG1,9823.0
DMC1,100522866,54.508354,2,100522866,DNA meiotic recombinase 1,,DMC1,9823.0
DMXL1,100523116,54.76973,2,100523116,Dmx like 1,,DMXL1,9823.0
DNAJA2,100521133,54.45116,2,100521133,DnaJ heat shock protein family (Hsp40) member A2,,DNAJA2,9823.0
DNAJB12,100156234,56.346394,2,100156234,DnaJ heat shock protein family (Hsp40) member B12,,DNAJB12,9823.0
DNAJB14,100511887,54.904903,2,100511887,DnaJ heat shock protein family (Hsp40) member B14,,DNAJB14,9823.0
DNAJB9,100521593,58.032383,2,100521593,DnaJ heat shock protein family (Hsp40) member B9,,DNAJB9,9823.0
DNAJC14,100151876,57.305336,2,100151876,DnaJ heat shock protein family (Hsp40) member C14,,DNAJC14,9823.0
DNAJC2,100514533,53.792297,2,100514533,DnaJ heat shock protein family (Hsp40) member C2,,DNAJC2,9823.0
DNAJC24,100515252,57.87829,2,100515252,DnaJ heat shock protein family (Hsp40) member C24,,DNAJC24,9823.0
DNAJC3,100154166,55.520042,2,100154166,DnaJ heat shock protein family (Hsp40) member C3,,DNAJC3,9823.0
DOCK7,100522877,54.95544,2,100522877,dedicator of cytokinesis 7,,DOCK7,9823.0
DONSON,100620553,54.562527,2,100620553,downstream neighbor of SON,,DONSON,9823.0
DOP1A,100154796,56.022984,2,100154796,DOP1 leucine zipper like protein A,,DOP1A,9823.0
DPY19L2,100524658,61.1167,2,100524658,dpy-19 like 2,,DPY19L2,9823.0
DROSHA,100524961,56.097496,2,100524961,drosha ribonuclease III,,DROSHA,9823.0
DTD2,100522380,55.26695,2,100522380,D-aminoacyl-tRNA deacylase 2,,DTD2,9823.0
DUS4L,100623288,55.232033,2,100623288,dihydrouridine synthase 4 like,,DUS4L,9823.0
DUSP10,100517416,55.389095,2,100517416,dual specificity phosphatase 10,,DUSP10,9823.0
DUSP16,100620494,55.01834,2,100620494,dual specificity phosphatase 16,,DUSP16,9823.0
DUSP4,100514374,56.524178,2,100514374,dual specificity phosphatase 4,,DUSP4,9823.0
DYRK1A,100514684,55.030197,2,100514684,dual specificity tyrosine phosphorylation regulated kinase 1A,,DYRK1A,9823.0
DYRK3,100739107,54.447933,2,100739107,dual specificity tyrosine phosphorylation regulated kinase 3,,DYRK3,9823.0
E2F5,100157957,55.576748,2,100157957,E2F transcription factor 5,,E2F5,9823.0
EAF1,100517678,56.190514,2,100517678,ELL associated factor 1,,EAF1,9823.0
ECD,100157830,55.874805,2,100157830,ecdysoneless cell cycle regulator,,ECD,9823.0
ECT2,110256332,55.311737,2,110256332,epithelial cell transforming 2,,ECT2,9823.0
EDEM1,100738285,54.0478,2,100738285,ER degradation enhancing alpha-mannosidase like protein 1,,EDEM1,9823.0
EDEM3,100625293,55.872253,2,100625293,ER degradation enhancing alpha-mannosidase like protein 3,,EDEM3,9823.0
EEF2,100624328,56.51815,2,100624328,eukaryotic translation elongation factor 2,,EEF2,9823.0
EHHADH,448846,56.503273,2,448846,enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase,,EHHADH,9823.0
EIF2A,100622221,54.296616,2,100622221,eukaryotic translation initiation factor 2A,,EIF2A,9823.0
EIF2AK4,100621160,54.605637,2,100621160,eukaryotic translation initiation factor 2 alpha kinase 4,,EIF2AK4,9823.0
EIF2S1,100155472,55.427452,2,100155472,eukaryotic translation initiation factor 2 subunit alpha,,EIF2S1,9823.0
EIF3J,100517070,55.36043,2,100517070,eukaryotic translation initiation factor 3 subunit J,,EIF3J,9823.0
EIF4E,100038030,57.746574,2,100038030,eukaryotic translation initiation factor 4E,,EIF4E,9823.0
EIF4G2,100520826,56.670486,2,100520826,eukaryotic translation initiation factor 4 gamma 2,,EIF4G2,9823.0
EIF5B,100520783,53.86189,2,100520783,eukaryotic translation initiation factor 5B,,EIF5B,9823.0
ELF2,100514064,57.103104,2,100514064,E74 like ETS transcription factor 2,,ELF2,9823.0
ELL2,100523777,55.76546,2,100523777,elongation factor for RNA polymerase II 2,,ELL2,9823.0
ELOC,100153381,56.011387,2,100153381,elongin C,,ELOC,9823.0
ELP4,100514702,54.804504,2,100514702,elongator acetyltransferase complex subunit 4,,ELP4,9823.0
EMC2,100739714,54.6149,2,100739714,ER membrane protein complex subunit 2,,EMC2,9823.0
EMC4,100153736,57.221508,2,100153736,ER membrane protein complex subunit 4,,EMC4,9823.0
EMC7,100626410,55.920734,2,100626410,ER membrane protein complex subunit 7,,EMC7,9823.0
EMP1,100101477,55.476006,2,100101477,epithelial membrane protein 1,,EMP1,9823.0
EMX2,100152562,57.8767,2,100152562,empty spiracles homeobox 2,,EMX2,9823.0
ENAH,100525245,56.021515,2,100525245,ENAH actin regulator,,ENAH,9823.0
ENC1,100517459,55.44509,2,100517459,ectodermal-neural cortex 1,,ENC1,9823.0
ENKUR,100738267,55.220825,2,100738267,"enkurin, TRPC channel interacting protein",,ENKUR,9823.0
ENO3,692156,58.21179,2,692156,enolase 3,,ENO3,9823.0
ENTPD7,100157585,56.935837,2,100157585,ectonucleoside triphosphate diphosphohydrolase 7,,ENTPD7,9823.0
EP300,100156226,55.945923,2,100156226,E1A binding protein p300,,EP300,9823.0
EPS8,100525921,55.935806,2,100525921,epidermal growth factor receptor pathway substrate 8,,EPS8,9823.0
ERC1,100513988,54.879868,2,100513988,ELKS/RAB6-interacting/CAST family member 1,,ERC1,9823.0
ERI2,100526162,59.543762,2,100526162,ERI1 exoribonuclease family member 2,,ERI2,9823.0
ERO1A,100192435,55.086075,2,100192435,endoplasmic reticulum oxidoreductase 1 alpha,,ERO1A,9823.0
ERP44,100192437,56.593357,2,100192437,endoplasmic reticulum protein 44,,ERP44,9823.0
ERRFI1,100738544,56.123013,2,100738544,ERBB receptor feedback inhibitor 1,,ERRFI1,9823.0
ESM1,100739671,55.0588,2,100739671,endothelial cell specific molecule 1,,ESM1,9823.0
ETFDH,100515785,54.752068,2,100515785,electron transfer flavoprotein dehydrogenase,,ETFDH,9823.0
ETV1,100513560,53.616287,2,100513560,ETS variant transcription factor 1,,ETV1,9823.0
ETV6,100157726,55.98084,2,100157726,ETS variant transcription factor 6,,ETV6,9823.0
EVI2B,100524827,56.2661,2,100524827,ecotropic viral integration site 2B,,EVI2B,9823.0
EXOC6,102158067,56.2393,2,102158067,exocyst complex component 6,,EXOC6,9823.0
EXOSC8,100157236,56.53534,2,100157236,exosome component 8,,EXOSC8,9823.0
EXT1,100157655,56.54777,2,100157655,exostosin glycosyltransferase 1,,EXT1,9823.0
EXTL2,100155305,55.404,2,100155305,exostosin like glycosyltransferase 2,,EXTL2,9823.0
EYA3,100514654,55.132935,2,100514654,EYA transcriptional coactivator and phosphatase 3,,EYA3,9823.0
